id,type,severity,date,facility,description,location
1-4RRNTN ,Assault - Minor,Major,12/10/10,Christmas Island,Client s. 47F(1) was allegedly assaulted by her husband,Construction Camp. Kilo Block Room 7,
1-4RQ8JB,Self Harm - Threatened,Major,12/10/10,Christmas Island,Client s. 47F(1) was escorted to Clinic for nightly meds. Medic noticed superficial cuts on clients arm.,Phosphate Hill Bravo,
1-4RPSRE,Damage - Minor,Minor,12/10/10,Villawood IDC,Client s. 47F(1) smashed a computer in the internet cafe of Blaxland,Blaxland VIDC Internet Cafe,
1-4RPN9Y  ,Failure - IT Systems,Minor,12/10/10,Brisbane ITA,Fire alarm activated by smoke by BBQ,BITA external courtyard,
1-4RNILR,Disturbance - Major,Major,12/10/10,Melbourne ITA  ,22 clients climb the perimeter fence in the form of a peacefull  protest,MITA,
1-4ROLMT ,Voluntary starvation by minor,Major,12/10/10,Melbourne ITA ,Client s. 47F(1) informed his DIAC case worker that he would not be eating until he recieved a decision regarding his visa case,MITA,
1-4RM9D8  ,Visitor-Other refused,Minor,12/10/10,Villawood IDC,On the 12.10.10 at 1310 Hrs SERCO Staff member Kerrie Hurr was denied access to visit a client at VIDC,Westbridge VIDC,
1-4RK2KG  ,Failure - IT Systems,Minor,12/10/10,Villawood IDC,Adjusti ng Incedent report s. 47F(1) generated on 11/10/2010.,"Villawood, Blaxland compound.",
1-4RLFSD,Accident/Injury - Serious,Critical,12/10/10,Melbourne ITA ,Serco staff member A. Maxwell injured his right wrist during an incident involving a client and use of force,MITA,
1-4RK2IQ,Use of Force,Major,12/10/10,Melbourne ITA ,"Client s. 47F(1) was given a negative IMR decision by DIAC, as a result the client became aggressive damaging walls with  his fists and head causing harm to himself. Serco officers used necessary force to prevent the client form continuing",MITA Meeting room / Maygar Annex,
1-4RRXST  ,Abusive/Aggressive Behaviour,Minor,12/10/10,Villawood IDC,Client s. 47F(1) were involved in a heated argument in Hughes Mess area.,HUghes Mess,
1-4S8OWJ ,Failure - Security System,Major,12/10/10,Gwalia Lodge,while conducting an audit of keys it was noticed that a key bunch marked CSO 5 was missing,Gwalia Lodge  Leonora APOD,
1-4RFEWL ,Abusive/Aggressive Behaviour,Minor,11/10/10,Villawood IDC,Client s. 47F(1) was abusive to Serco officers,Highes compound Villawood IDC,
1-4RNI4M,Complaint - re Minor Incident,Minor,11/10/10,Villawood IDC,Complaint not answered within the specified timeframe,Villawood IDC,
1-4RMVGU ,Complaint - re Minor Incident,Minor,11/10/10,Villawood IDC,Compliant from s. 47F(1) regarding catering staff not answered within three day window.,N/A,
1-4RMVAJ ,Complaint - re Minor Incident,Minor,11/10/10,Villawood IDC,Complaint regarding catering from  s. 47F(1) not answered within 3 days,N/A,
1-4RFTTX,Voluntary starvation (<24 hrs),Minor,11/10/10,Brisbane ITA,Client stated he is going on hunger strike when he was declined fresh vegetables for his wife to cook in the client common area of thier accommodation block,"BITA, Brisbane",
1-4RAVMI,Damage - Minor,Minor,11/10/10,Villawood IDC,Alarm zone 17 internal failed to activate during testing.,"Villawood Immigration Center,Blaxland compound.",
1-4RCOV4 ,Assault - Minor,Major,11/10/10,Facility,Clients Fighting NWP Canteen,Canteen Area,
1-4R7RP4,Abusive/Aggressive Behaviour,minor,11/10/10,Villawood IDC,Client s. 47F(1) was abusive and aggressive to the staff.,Blaxland VIDC,
1-4R7NIT,Disturbance - Major,Major,10/10/10,North West Point Immigration Facility,"At approximately 1818 hours a code Purple was called in Aqua compound, staff responded to a disturbance by an large number of clients.",Aqua Compound North West Point,
1-4R6Q5J,Accident/Injury - Serious,Critical,10/10/10,Gwalia Lodge,"Advised by IHMS triage to escort Client to Hospital. Client returned to APOD after treatment , no more action required",Room 57 Leonora APOD,
1-4R7RZN  ,Disturbance - Minor,Minor,10/10/10,Northern IDC,Client on roof in accommodation,NIDC South 2 Compound,
1-4R68SP,Self Harm - Threatened,Major,10/10/10,Northern IDC,Client threatened self harm.,NIDC South 1 Compound.,
1-4R52MT,Self Harm - Threatened,Major,9/10/10,Maribyrnong IDC,Client s. 47F(1) threatened to self harm after brokewn when hen found out the his wife is in danger for her life.,Outside Zone A officers station.,
1-4R2OKM ,Voluntary starvation (>24 hrs),Major,9/10/10,North West Point Immigration Facility,Client s. 47F(1) resumes eating but not yet consumed 3 meals,Green 2,
1-4R2KOD,Self Harm - Threatened,Major,9/10/10,Perth IDC,Concern raised over Clients behaviour and comments.,PIDC,
1-4QXKZP  ,Self Harm - Actual,Critical,8/10/10,North West Point Immigration Facility,Client s. 47F(1) Service Number s. 47F(1) attempted self harm,"Gold 1 compound, Block A, room 1",
1-4QXKJK,Disturbance - Minor,Minor,8/10/10,Maribyrnong IDC,Client s. 47F(1) had a heated argument that almost turned into a fight. A code purple was called and the incident was de-escalated with nil injuries.,Zone B rec area,
1-4QWYIL,Failure - IT Systems,Minor,8/10/10,Sydney IRH,At approximately 1840 hours all PE Beams in the IRH became inactive.,Sydney IRH All perimiter beams.,
1-4QXKNN ,Voluntary starvation (<24 hrs),Minor,8/10/10,North West Point Immigration Facility,Client s. 47F(1) states Hunger Strike in Protest,Green Hart,
1-4QXKIR,Contraband found,Minor,8/10/10,North West Point Immigration Facility,Client volinterily surrenders prohibited items,Green 2 Compound Room C2,
1-4QUEP4  ,Damage - Minor,Minor,8/10/10,Villawood IDC,Client s. 47F(1) was informed that he was not granted takeaway as he was involved in prohibited item entering the centre  This relates to IR 1-4QBBRT dated 06.10.2010,Fishbowl / Internet Cafe,
1-4QUEY3  ,Voluntary  Starvation - End of,Minor,8/10/10,Maribyrnong IDC,"Client has eaten a third meal of chicken, fish and rice. This officially brings to an end his Voluntary starvation.",MIDC,
1-4QVXKA ,Assault - Minor,Major,8/10/10,Northern IDC,Client hits CSW with chair,ASTI APOD Room 3 (Internet Room),
1-4R6PY7,Abusive/Aggressive Behaviour,Minor,8/10/10,North West Point Immigration Facility,Client s. 47F(1) busive to staff member,White One Compound,
1-4QUEJO ,Assault - Serious,Critical,8/10/10,Gwalia Lodge,Alleged Harresment by Client gainst Serco Officers,Leonora APOD,
1-4QRJFO  ,Accident/Injury - Serious,Critical,8/10/10,Maribyrnong IDC,Client s. 47F(1) was escorted to Western General Hospital by ambulance on the request of IHMS nurse.,MIDC medical centre,
1-4QUEHF ,Disturbance - Minor,Minor,8/10/10,Port Augusta IRH,Client Argument,PAIRH House 6,
1-4QPCNP ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 25/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCMB ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 25/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCLN ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 24/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCLD ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 24/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCK9  ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 21/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCJP  ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 30/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCIA,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 30/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCHF ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 29/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCH4 ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 17/09/2010, not resolved within three day time frame.",North West Point,
1-4QPCFF  ,Complaint - re Minor Incident,Minor,8/10/10,North West Point Immigration Facility,"Complaint s. 47F(1) received 16/09/2010, not resolved within three day time frame",North West Point,
1-4QWYA7 ,Damage - Minor,Minor,7/10/10,Brisbane ITA,Client reported broken pane of glass in door to client accomodation.,Bita C Block,
1-4QPC59,Accident/Injury - Serious,Critical,7/10/10,Gwalia Lodge,"On request of IHMS Nurse Julie Wilson, Client s. 47F(1) was escorted to the Leonora Hospital for medical treatment.Advised by Medical staff that Client to be transferred to Kalgoorlie for further assessment.",Leonora APOD,
1-4QOOJ2  ,Assault - Minor,Major,7/10/10,North West Point Immigration Facility,"Code Blue called in Blue 1, Clients s. 47F(1) had an alleged altercation.",Blue 1 compound,
1-4QPCV7  ,Abusive/Aggressive Behaviour,Minor,7/10/10,Villawood IDC,"Client s. 47F(1) was smoking while on the internet, Client s. 47F(1) s. 47F(1) became abusive towards officer CSO S Hayes",Blaxland Mess Computer area,
1-4QSUP6  ,Abusive/Aggressive Behaviour,Minor,7/10/10,Melbourne ITA  ,Client displaying aggressive behaviour towards staff member in the reception area,MITA,
1-4QSV19,Abusive/Aggressive Behaviour,Minor,7/10/10,Villawood IDC,Client s. 47F(1) was aggressive towards Clients in Dorm 3 after attending Church service,Dorm 3,
t-4QMO0Q,Accident/Injury - Serious,Critical,7/10/10,Villawood IDC,Client s. 47F(1) was admitted to bankstown District Hospital,"Medical area, Blaxland compound",
1-4QJ0R7,Media - Unauthorised presence,Critical,7/10/10,Villawood IDC,Media Presence at Birmingham Ave Entrance to VIDC,Villawood IDC,
1-4QHKGY ,Damage - Minor,Minor,6/10/10,North West Point Immigration Facility,"Damage to light socket, which has caused laundry area power to short out.","Block G, Aqua compound",
1-4QMOAQ,Disturbance - Minor,Minor,6/10/10,Maribyrnong IDC,Client s. 47F(1) have a physical altercation with client s. 47F(1),MIDC Zone E,
1-4QHAZT  ,Disturbance - Minor,Minor,6/10/10,North West Point Immigration Facility,Minor Disturbance in Gold 2 Common Dinning Area,Gold 2 Common dining area,
1-4QDMR2 ,Abusive/Aggressive Behaviour,Minor,6/10/10,Villawood IDC,Client s. 47F(1) ) was abusive at Hughes office to a Serco officer,Hughes office Villawood IDC,
1-4QHB2W,Self Harm - Threatened,Major,6/10/10,North West Point Immigration Facility,Client s. 47F(1) threatened self harm during a Major Disturbance in White 1 Compound.,White 1 Compound,
1-4QHK0M ,Contraband found,Minor,6/10/10,North West Point Immigration Facility,Multiple searches conducted in conjunction with incident 1-4QHBD8,White Compound C and B Blocks,
1-4QHBD8 ,Disturbance - Major,Major,6/10/10,North West Point Immigration Facility,"Two GRY clients attempted a simultaneous self harm incident. A major disturbance followed which included shouting, yelling, a client fainting in distress, and a altercations between clients.",White 1 Compound,
1-4QHAY2  ,Self Harm - Threatened,Major,6/10/10,North West Point Immigration Facility,Clients s. 47F(1) both simultaneously tried to self harm by hanging themselves.,White 1 Compound C Block,
1-4QSE5N ,Abusive/Aggressive Behaviour,Minor,6/10/10,Villawood IDC,"Client s. 47F(1) became abusive towards Serco officer  This incident report is out of time frame, reason writen in report",Blaxland Internet Cafe and fishbowl area,
1-4QMO92 ,Disturbance - Minor,Minor,6/10/10,Perth IDC,Client abusive.,Banksia Caravan Park APOD,
1-4QEPI8,Self Harm - Actual,Critical,6/10/10,North West Point Immigration Facility,Client s. 47F(1) Self Harms,Green 1 Compound D Block Shower Block,
1-4QB8RT , Contraband found,Minor,6/10/10,Villawood IDC,"Client s. 47F(1) had a Stool delivered to Blaxland by Property, item was X Ray by Reception Officer when prohibited item was discovered to be hidden inside the Stool.",Reception Area Blaxland,
1-4QEPO5 ,Abusive/Aggressive Behaviour,Minor,6/10/10,Maribyrnong IDC,Client s. 47F(1) became Abusive and aggressive,MIDC Zone A,
1-4QAH1P  ,Accident/Injury - Serious,Critical,6/10/10,Curtin IDC,client was seen by medical for breathing issues and a ambulance was called and attended the site.,medical centre,
1-4QB8SB ,Self Harm - Actual,Critical,6/10/10,North West Point Immigration Facility,Client s. 47F(1) inflicted a minor laceration on his left wrist.,Blue 1 Compound.  Toliet block.,
1-4Q8TND  ,Damage - Serious,Critical,6/10/10,North West Point Immigration Facility,clients recieved negative IMR are allegedly responsible for lighting tables on fire.,"burnables (paper/cardboard) placed on small plastic tables, in AQUA COMPOUND and set a light. Tables located in two seperate lecture rooms.",
1-4Q4J92,Escape - Attempted,Major,5/10/10,Maribyrnong IDC,At approximately 2040 client s. 47F(1) escaped from MIDC with the assistance of client s. 47F(1),MIDC grassed area,
1-4Q4J6J,Escape,Critical,5/10/10,Maribyrnong IDC,At approximately 2040 client s. 47F(1) escaped from MIDC with the assistance of client s. 47F(1),MIDC grassed area,
1-4Q77DV,Voluntary starvation (<24 hrs),Minor,5/10/10,North West Point Immigration Facility,Client s. 47F(1) has claimed that he has not eated since the 4th October 2010.,"Aqua compound, block A, room 11",
1-4Q4J9W ,Disturbance - Minor,Minor,5/10/10,North West Point Immigration Facility,Client climbed onto the compound roof to retrieve a soccer ball.,"Gold 2, D Block.",
1-4Q416Q,Media - Incident  of interest,Major,5/10/10,Brisbane ITA,MSS Security staff alerted Serco staff to a conversation regarding Virginia Palms clients playing soccer in the neighbouring park on a radio talkback show,"Virginia Palms Motel APOD, Brisbane.",
1-4Q4IX4,Abusive/Aggressive Behaviour,Minor,5/10/10,North West Point Immigration Facility,Client s. 47F(1) abusive to Medical Staff,North West Point Medical Centre,
1-4Q4CBK  ,Accident/Injury - Serious,Critical,5/10/10,Northern IDC,IHMS refer client to Royal Darwin Hospital,Asti Apod Room 42,
1-4Q4CCP ,Self Harm - Threatened,Major,5/10/10,North West Point Immigration Facility,Client s. 47F(1) Attempts Self Harm,Gold 1 Compound A Block Room 6,
1-4Q24U7,Accident/Injury - Serious,Critical,5/10/10,Gwalia Lodge,Client taken to Leonora Hospital,IHMS Leonora APOD,
1-4PXPD4,Disturbance - Minor,Minor,4/10/10,Northern IDC,Client climed onto roof.,South 1,
1-4QHAV2,Use of Force,Major,4/10/10,Northern IDC,Please refer to incident 1-4PXPAA,South 2,
1-4PXPAA,Use of Force,Major,4/10/10,Northern IDC,Use of Force.,South 2,
1-4PXCEZ,Assault - Not OBH,Minor,4/10/10,Villawood IDC,Client: s. 47F(1) assaulted Client Services Officer Jon Brunker,Villawood IDC - Blaxland Annex area,
1-4PXCIU,Self Harm - Actual,Critical,4/10/10,Maribyrnong IDC,"Client s. 47F(1) was found with a noose around his neck in Zone E, Room 53. UPDATE at 2141 4/10/10, client returned to MIDC at 2141, placed on PSP monitoring in Zone C.","MIDC, ZONE E, ROOM 53.",
1-4Q1IPF,Contraband found,Minor,4/10/10,Maribyrnong IDC,Prohibited article for possible escape found by officer. Officer found bed sheet made into a rope with a brush attached at the end to use a and anchoring point.,Zone A room A04,
1-4PV59J,Visitor-Other refused,Minor,4/10/10,Villawood IDC,On the 04.10.2010 at 1340 Hrs in the visits centre VIDC 7 x Visitors have had there visit terminated. Operations Manager Chris Jackson,VIDC Visits centre,
1-4PVSM2  ,Accident/Injury - Serious,Critical,4/10/10,Brisbane ITA,A minor child received a small  laceration to her chin while playing on the childrens play equipment at BITA,BITA playground,
1-4PVPVW ,Damage - Minor,Minor,4/10/10,Maribyrnong IDC,Client s. 47F(1) ripped speaker from ceiling during fire alarm activation.,Zone A Room A9,
